Zip|IncomeRange|NumberOfReturns
11214|$75,000 under $100,000|3040
12302|$100,000 under $200,000|3040
13203|$1 under $25,000|3040
10028|$75,000 under $100,000|3030
11803|$200,000 or more|3030
12804|$25,000 under $50,000|3030
14072|$1 under $25,000|3030
14607|$25,000 under $50,000|3030
14830|$1 under $25,000|3030
10550|$50,000 under $75,000|3020
11010|$100,000 under $200,000|3020
10512|$100,000 under $200,000|3010
11210|$100,000 under $200,000|3010
13045|$25,000 under $50,000|3010
10034|$50,000 under $75,000|3000
11720|$25,000 under $50,000|3000
10002|$75,000 under $100,000|2990
11365|$50,000 under $75,000|2990
11434|$75,000 under $100,000|2990
13208|$25,000 under $50,000|2990
10302|$1 under $25,000|2980
11222|$75,000 under $100,000|2980
14609|$50,000 under $75,000|2980
14624|$100,000 under $200,000|2980
14845|$1 under $25,000|2980
11411|$25,000 under $50,000|2970
10012|$100,000 under $200,000|2960
13210|$1 under $25,000|2960
10461|$100,000 under $200,000|2950
11427|$25,000 under $50,000|2950
11436|$25,000 under $50,000|2950
12477|$1 under $25,000|2950
13760|$100,000 under $200,000|2950
11219|$50,000 under $75,000|2940
11221|$75,000 under $100,000|2940
12144|$1 under $25,000|2940
10462|$100,000 under $200,000|2930
11216|$75,000 under $100,000|2930
11706|$75,000 under $100,000|2930
11722|$50,000 under $75,000|2930
11729|$100,000 under $200,000|2930
12078|$25,000 under $50,000|2930
14904|$1 under $25,000|2930
11373|$100,000 under $200,000|2920
11570|$100,000 under $200,000|2920
11714|$100,000 under $200,000|2920
10901|$1 under $25,000|2910
11203|$75,000 under $100,000|2910
14210|$1 under $25,000|2910
10012|$200,000 or more|2900
10305|$50,000 under $75,000|2900
10562|$100,000 under $200,000|2900
11231|$25,000 under $50,000|2900
11746|$75,000 under $100,000|2900
12189|$25,000 under $50,000|2900
12208|$1 under $25,000|2900
14619|$1 under $25,000|2900
10460|$50,000 under $75,000|2890
11205|$50,000 under $75,000|2890
12180|$100,000 under $200,000|2890
14617|$25,000 under $50,000|2890
11105|$100,000 under $200,000|2880
11426|$1 under $25,000|2880
14612|$50,000 under $75,000|2880
10956|$200,000 or more|2870
11218|$75,000 under $100,000|2870
12189|$1 under $25,000|2870
14127|$25,000 under $50,000|2870
10021|$50,000 under $75,000|2860
10024|$75,000 under $100,000|2860
11361|$25,000 under $50,000|2860
11561|$50,000 under $75,000|2860
12590|$50,000 under $75,000|2860
10606|$1 under $25,000|2850
11225|$75,000 under $100,000|2850
11563|$1 under $25,000|2850
11563|$100,000 under $200,000|2850
11937|$1 under $25,000|2850
13069|$25,000 under $50,000|2850
11357|$50,000 under $75,000|2840
13206|$25,000 under $50,000|2840
13850|$1 under $25,000|2840
11230|$75,000 under $100,000|2830
14623|$25,000 under $50,000|2830
10509|$1 under $25,000|2820
11102|$100,000 under $200,000|2820
11784|$25,000 under $50,000|2820
11204|$100,000 under $200,000|2810
11379|$50,000 under $75,000|2810
11422|$50,000 under $75,000|2810
10017|$100,000 under $200,000|2800
10469|$75,000 under $100,000|2800
11040|$200,000 or more|2800
11762|$1 under $25,000|2800
11763|$100,000 under $200,000|2800
12144|$25,000 under $50,000|2800
12866|$50,000 under $75,000|2800
13820|$1 under $25,000|2800
10037|$25,000 under $50,000|2790
10977|$50,000 under $75,000|2790
11372|$75,000 under $100,000|2790
11554|$50,000 under $75,000|2790
11581|$1 under $25,000|2790
11727|$100,000 under $200,000|2790
13090|$100,000 under $200,000|2790
10019|$75,000 under $100,000|2780
14020|$25,000 under $50,000|2780
10027|$100,000 under $200,000|2770
10927|$1 under $25,000|2770
10952|$25,000 under $50,000|2770
12205|$50,000 under $75,000|2770
14051|$100,000 under $200,000|2770
10801|$100,000 under $200,000|2760
11040|$50,000 under $75,000|2760
11050|$100,000 under $200,000|2760
11221|$100,000 under $200,000|2760
11575|$25,000 under $50,000|2760
11950|$1 under $25,000|2760
14048|$1 under $25,000|2760
11225|$100,000 under $200,000|2750
11428|$25,000 under $50,000|2750
14615|$25,000 under $50,000|2750
11104|$50,000 under $75,000|2740
11203|$100,000 under $200,000|2740
11434|$100,000 under $200,000|2740
12801|$1 under $25,000|2740
13440|$50,000 under $75,000|2740
10552|$1 under $25,000|2730
10954|$100,000 under $200,000|2730
11768|$100,000 under $200,000|2730
12534|$1 under $25,000|2730
13905|$25,000 under $50,000|2730
14526|$1 under $25,000|2730
14612|$100,000 under $200,000|2730
11239|$1 under $25,000|2720
11735|$50,000 under $75,000|2720
10301|$100,000 under $200,000|2710
10301|$50,000 under $75,000|2710
11710|$25,000 under $50,000|2710
13021|$50,000 under $75,000|2710
14605|$1 under $25,000|2710
10028|$25,000 under $50,000|2700
10705|$50,000 under $75,000|2700
10710|$25,000 under $50,000|2700
14051|$1 under $25,000|2700
11358|$100,000 under $200,000|2690
11378|$50,000 under $75,000|2690
11791|$1 under $25,000|2690
10026|$50,000 under $75,000|2680
10708|$200,000 or more|2680
11415|$1 under $25,000|2680
11798|$25,000 under $50,000|2680
12020|$50,000 under $75,000|2680
14075|$75,000 under $100,000|2680
14218|$25,000 under $50,000|2680
14224|$75,000 under $100,000|2680
10304|$50,000 under $75,000|2670
10703|$25,000 under $50,000|2670
11228|$100,000 under $200,000|2670
11414|$100,000 under $200,000|2670
14086|$50,000 under $75,000|2670
14608|$1 under $25,000|2670
10009|$200,000 or more|2660
11552|$100,000 under $200,000|2660
11757|$75,000 under $100,000|2660
14301|$1 under $25,000|2660
14420|$1 under $25,000|2660
10309|$25,000 under $50,000|2650
10801|$50,000 under $75,000|2650
11367|$50,000 under $75,000|2650
11414|$25,000 under $50,000|2650
12208|$25,000 under $50,000|2650
13027|$50,000 under $75,000|2650
10467|$75,000 under $100,000|2640
11501|$1 under $25,000|2640
11510|$50,000 under $75,000|2640
11756|$75,000 under $100,000|2640
14221|$200,000 or more|2640
11741|$25,000 under $50,000|2630
11776|$100,000 under $200,000|2630
10543|$1 under $25,000|2620
11552|$25,000 under $50,000|2620
11743|$50,000 under $75,000|2620
11791|$100,000 under $200,000|2620
10310|$25,000 under $50,000|2610
10805|$1 under $25,000|2610
10990|$1 under $25,000|2610
11692|$25,000 under $50,000|2610
14559|$1 under $25,000|2610
11101|$200,000 or more|2600
11205|$100,000 under $200,000|2600
11206|$75,000 under $100,000|2600
11224|$50,000 under $75,000|2600
11787|$200,000 or more|2600
14094|$75,000 under $100,000|2600
11374|$75,000 under $100,000|2590
11776|$25,000 under $50,000|2590
13662|$1 under $25,000|2590
11103|$100,000 under $200,000|2580
11783|$1 under $25,000|2580
12308|$1 under $25,000|2580
14468|$1 under $25,000|2580
14526|$100,000 under $200,000|2580
10470|$1 under $25,000|2570
11747|$1 under $25,000|2570
13090|$50,000 under $75,000|2570
10514|$200,000 or more|2560
10603|$1 under $25,000|2560
10022|$1 under $25,000|2550
10036|$50,000 under $75,000|2550
10475|$75,000 under $100,000|2550
11362|$1 under $25,000|2550
11418|$50,000 under $75,000|2550
11747|$100,000 under $200,000|2550
11768|$1 under $25,000|2550
12110|$1 under $25,000|2550
12309|$25,000 under $50,000|2550
14150|$100,000 under $200,000|2550
14626|$50,000 under $75,000|2550
11360|$1 under $25,000|2540
11501|$100,000 under $200,000|2540
12065|$75,000 under $100,000|2540
14607|$1 under $25,000|2540
10021|$75,000 under $100,000|2530
11580|$75,000 under $100,000|2530
12508|$1 under $25,000|2530
10038|$100,000 under $200,000|2520
11206|$100,000 under $200,000|2520
11364|$50,000 under $75,000|2520
11413|$100,000 under $200,000|2520
11946|$1 under $25,000|2520
14901|$1 under $25,000|2520
10567|$100,000 under $200,000|2510
10708|$100,000 under $200,000|2510
11003|$75,000 under $100,000|2510
11581|$100,000 under $200,000|2510
14211|$25,000 under $50,000|2510
14618|$1 under $25,000|2510
10804|$200,000 or more|2500
10549|$1 under $25,000|2490
11727|$50,000 under $75,000|2490
13039|$1 under $25,000|2490
14052|$1 under $25,000|2490
14072|$100,000 under $200,000|2490
10701|$75,000 under $100,000|2480
11378|$100,000 under $200,000|2480
14226|$100,000 under $200,000|2480
10001|$25,000 under $50,000|2470
10014|$1 under $25,000|2470
11101|$75,000 under $100,000|2470
11228|$50,000 under $75,000|2470
12553|$100,000 under $200,000|2470
12831|$1 under $25,000|2470
14212|$1 under $25,000|2470
10573|$50,000 under $75,000|2460
11369|$50,000 under $75,000|2460
11738|$1 under $25,000|2460
12601|$50,000 under $75,000|2460
14120|$75,000 under $100,000|2460
10459|$50,000 under $75,000|2450
10591|$25,000 under $50,000|2450
11433|$50,000 under $75,000|2450
11694|$1 under $25,000|2450
11787|$25,000 under $50,000|2450
12804|$100,000 under $200,000|2450
13204|$25,000 under $50,000|2450
10474|$1 under $25,000|2440
11211|$200,000 or more|2440
11754|$1 under $25,000|2440
11772|$75,000 under $100,000|2440
12182|$1 under $25,000|2440
12603|$75,000 under $100,000|2440
11217|$75,000 under $100,000|2430
11360|$100,000 under $200,000|2430
14150|$75,000 under $100,000|2430
10304|$100,000 under $200,000|2420
10308|$25,000 under $50,000|2420
10461|$75,000 under $100,000|2420
11210|$75,000 under $100,000|2420
11754|$100,000 under $200,000|2420
13207|$1 under $25,000|2420
14456|$25,000 under $50,000|2420
10573|$100,000 under $200,000|2410
11239|$25,000 under $50,000|2410
11423|$50,000 under $75,000|2410
11703|$1 under $25,000|2410
11729|$50,000 under $75,000|2410
10010|$1 under $25,000|2400
11106|$75,000 under $100,000|2400
11358|$50,000 under $75,000|2400
11361|$100,000 under $200,000|2400
11747|$200,000 or more|2400
14450|$75,000 under $100,000|2400
14513|$1 under $25,000|2400
14616|$50,000 under $75,000|2400
11001|$25,000 under $50,000|2390
11207|$75,000 under $100,000|2390
11731|$25,000 under $50,000|2390
13790|$25,000 under $50,000|2390
10598|$200,000 or more|2380
10940|$75,000 under $100,000|2380
11010|$25,000 under $50,000|2380
11566|$25,000 under $50,000|2380
11576|$200,000 or more|2380
11768|$200,000 or more|2380
12302|$50,000 under $75,000|2380
13031|$1 under $25,000|2380
10010|$50,000 under $75,000|2370
10552|$25,000 under $50,000|2370
10901|$100,000 under $200,000|2370
10990|$100,000 under $200,000|2370
11414|$50,000 under $75,000|2370
11704|$75,000 under $100,000|2370
11784|$100,000 under $200,000|2370
14618|$100,000 under $200,000|2370
10466|$100,000 under $200,000|2360
10567|$1 under $25,000|2360
11103|$75,000 under $100,000|2360
11366|$1 under $25,000|2360
11432|$100,000 under $200,000|2360
11572|$25,000 under $50,000|2360
12054|$100,000 under $200,000|2360
12303|$100,000 under $200,000|2360
12306|$50,000 under $75,000|2360
14304|$50,000 under $75,000|2360
11710|$200,000 or more|2350
12203|$50,000 under $75,000|2350
13057|$1 under $25,000|2350
10022|$50,000 under $75,000|2340
11223|$75,000 under $100,000|2340
11417|$50,000 under $75,000|2340
11561|$75,000 under $100,000|2340
11801|$75,000 under $100,000|2340
12839|$1 under $25,000|2340
11209|$200,000 or more|2330
11368|$75,000 under $100,000|2330
10466|$75,000 under $100,000|2320
14201|$1 under $25,000|2310
11701|$50,000 under $75,000|2300
11710|$50,000 under $75,000|2300
11793|$25,000 under $50,000|2300
13209|$1 under $25,000|2300
14624|$75,000 under $100,000|2300
10471|$100,000 under $200,000|2290
10977|$100,000 under $200,000|2290
11435|$100,000 under $200,000|2290
12771|$1 under $25,000|2290
10021|$25,000 under $50,000|2280
11763|$50,000 under $75,000|2280
12401|$50,000 under $75,000|2280
12561|$1 under $25,000|2280
13219|$1 under $25,000|2280
14424|$100,000 under $200,000|2280
10013|$100,000 under $200,000|2270
10033|$100,000 under $200,000|2270
10314|$200,000 or more|2270
10465|$75,000 under $100,000|2270
12205|$100,000 under $200,000|2270
12303|$50,000 under $75,000|2270
12589|$1 under $25,000|2270
13601|$50,000 under $75,000|2270
14626|$100,000 under $200,000|2270
10014|$50,000 under $75,000|2260
10038|$200,000 or more|2260
11231|$50,000 under $75,000|2260
11367|$100,000 under $200,000|2260
11429|$50,000 under $75,000|2260
11590|$75,000 under $100,000|2260
11951|$1 under $25,000|2260
12203|$100,000 under $200,000|2260
12590|$75,000 under $100,000|2260
14845|$25,000 under $50,000|2260
11040|$75,000 under $100,000|2250
11233|$75,000 under $100,000|2250
13421|$1 under $25,000|2250
10512|$25,000 under $50,000|2240
10605|$1 under $25,000|2240
11550|$100,000 under $200,000|2240
11779|$75,000 under $100,000|2240
11788|$1 under $25,000|2240
11793|$200,000 or more|2240
13021|$100,000 under $200,000|2240
10312|$200,000 or more|2230
10605|$200,000 or more|2230
10710|$50,000 under $75,000|2230
11435|$75,000 under $100,000|2230
12019|$100,000 under $200,000|2230
12550|$75,000 under $100,000|2230
10562|$50,000 under $75,000|2220
11204|$75,000 under $100,000|2220
11354|$100,000 under $200,000|2220
11542|$100,000 under $200,000|2220
10002|$200,000 or more|2210
10029|$100,000 under $200,000|2210
10471|$1 under $25,000|2210
10509|$100,000 under $200,000|2210
11208|$75,000 under $100,000|2210
11741|$50,000 under $75,000|2210
12118|$1 under $25,000|2210
12202|$1 under $25,000|2210
12309|$50,000 under $75,000|2210
13088|$50,000 under $75,000|2210
14043|$50,000 under $75,000|2210
14226|$50,000 under $75,000|2210
10012|$1 under $25,000|2200
10029|$75,000 under $100,000|2200
10954|$25,000 under $50,000|2200
11105|$75,000 under $100,000|2200
11553|$50,000 under $75,000|2200
12534|$25,000 under $50,000|2200
12801|$25,000 under $50,000|2200
10309|$50,000 under $75,000|2190
12866|$200,000 or more|2190
14564|$1 under $25,000|2190
14843|$1 under $25,000|2190
10475|$100,000 under $200,000|2180
10605|$100,000 under $200,000|2180
10708|$1 under $25,000|2180
11413|$75,000 under $100,000|2180
11554|$75,000 under $100,000|2180
12477|$25,000 under $50,000|2180
14223|$50,000 under $75,000|2180
10065|$1 under $25,000|2170
11788|$100,000 under $200,000|2170
12110|$25,000 under $50,000|2170
12206|$25,000 under $50,000|2170
13126|$100,000 under $200,000|2170
13669|$1 under $25,000|2170
10014|$75,000 under $100,000|2160
11104|$100,000 under $200,000|2160
11561|$200,000 or more|2160
12110|$100,000 under $200,000|2160
13815|$1 under $25,000|2160
13903|$25,000 under $50,000|2160
14127|$50,000 under $75,000|2160
14228|$25,000 under $50,000|2160
14701|$50,000 under $75,000|2160
10941|$1 under $25,000|2150
10956|$25,000 under $50,000|2150
11566|$50,000 under $75,000|2150
11725|$25,000 under $50,000|2150
11949|$1 under $25,000|2150
11967|$100,000 under $200,000|2150
12180|$75,000 under $100,000|2150
13205|$25,000 under $50,000|2150
14086|$75,000 under $100,000|2150
14619|$25,000 under $50,000|2150
10035|$50,000 under $75,000|2140
11050|$25,000 under $50,000|2140
11102|$75,000 under $100,000|2140
11520|$75,000 under $100,000|2140
14072|$25,000 under $50,000|2140
14617|$100,000 under $200,000|2140
10026|$100,000 under $200,000|2130
10455|$50,000 under $75,000|2130
10473|$75,000 under $100,000|2130
11220|$100,000 under $200,000|2130
11355|$100,000 under $200,000|2130
11357|$75,000 under $100,000|2130
11717|$75,000 under $100,000|2130
12508|$25,000 under $50,000|2130
11714|$25,000 under $50,000|2120
12182|$25,000 under $50,000|2120
14830|$25,000 under $50,000|2120
10573|$200,000 or more|2110
11725|$200,000 or more|2110
11782|$100,000 under $200,000|2110
14468|$25,000 under $50,000|2110
10010|$25,000 under $50,000|2100
10704|$75,000 under $100,000|2100
10950|$50,000 under $75,000|2100
11021|$200,000 or more|2100
11733|$100,000 under $200,000|2100
11780|$1 under $25,000|2090
12553|$50,000 under $75,000|2090
13057|$25,000 under $50,000|2090
14210|$25,000 under $50,000|2090
10302|$25,000 under $50,000|2080
10305|$75,000 under $100,000|2080
10467|$100,000 under $200,000|2080
11787|$50,000 under $75,000|2080
10001|$50,000 under $75,000|2070
10308|$50,000 under $75,000|2070
11207|$100,000 under $200,000|2070
11213|$75,000 under $100,000|2070
11415|$25,000 under $50,000|2070
11432|$75,000 under $100,000|2070
11572|$50,000 under $75,000|2070
11793|$50,000 under $75,000|2070
12306|$100,000 under $200,000|2070
12701|$1 under $25,000|2070
12901|$50,000 under $75,000|2070
13413|$1 under $25,000|2070
13440|$100,000 under $200,000|2070
14208|$1 under $25,000|2070
14227|$50,000 under $75,000|2070
10022|$75,000 under $100,000|2060
10075|$1 under $25,000|2060
10552|$100,000 under $200,000|2060
11693|$1 under $25,000|2060
11784|$50,000 under $75,000|2060
11950|$25,000 under $50,000|2060
14527|$1 under $25,000|2060
10030|$50,000 under $75,000|2050
10960|$1 under $25,000|2050
11733|$1 under $25,000|2050
11967|$50,000 under $75,000|2050
12533|$25,000 under $50,000|2050
14617|$50,000 under $75,000|2050
14760|$25,000 under $50,000|2050
10027|$75,000 under $100,000|2040
10965|$100,000 under $200,000|2040
11021|$1 under $25,000|2040
13760|$75,000 under $100,000|2040
14305|$25,000 under $50,000|2040
10036|$75,000 under $100,000|2030
10038|$25,000 under $50,000|2030
11233|$100,000 under $200,000|2030
11510|$75,000 under $100,000|2030
11703|$25,000 under $50,000|2030
11720|$50,000 under $75,000|2030
12866|$75,000 under $100,000|2030
14904|$25,000 under $50,000|2030
10065|$50,000 under $75,000|2020
10470|$25,000 under $50,000|2020
10541|$25,000 under $50,000|2020
11355|$75,000 under $100,000|2020
11703|$100,000 under $200,000|2020
10022|$25,000 under $50,000|2010
11743|$75,000 under $100,000|2010
13820|$25,000 under $50,000|2010
13850|$25,000 under $50,000|2010
13901|$25,000 under $50,000|2010
10013|$25,000 under $50,000|2000
11379|$75,000 under $100,000|2000
11422|$100,000 under $200,000|2000
11426|$25,000 under $50,000|2000
11731|$200,000 or more|2000
12054|$1 under $25,000|2000
12524|$1 under $25,000|2000
12528|$1 under $25,000|2000
12804|$50,000 under $75,000|2000
13039|$100,000 under $200,000|2000
14052|$100,000 under $200,000|2000
14219|$1 under $25,000|2000
10603|$25,000 under $50,000|1990
12601|$100,000 under $200,000|1990
13126|$50,000 under $75,000|1990
14214|$25,000 under $50,000|1990
14217|$50,000 under $75,000|1990
14420|$25,000 under $50,000|1990
14622|$1 under $25,000|1990
14850|$75,000 under $100,000|1990
11501|$25,000 under $50,000|1980
11581|$25,000 under $50,000|1980
11782|$1 under $25,000|1980
11795|$25,000 under $50,000|1980
13203|$25,000 under $50,000|1980
13219|$25,000 under $50,000|1980
14559|$25,000 under $50,000|1980
